0	1	2	3
PP_0776	slyD		Peptidyl-prolyl cis-trans isomerase
PP_0773	yiaD	OmpA/MotB domain-containing protein	
PP_0721	rplY		Large ribosomal subunit protein bL25
PP_0678			DUF4105 domain-containing protein
PP_0512			Lipoprotein
PP_0491	fdoI	Formate dehydrogenase-O, gamma subunit	
PP_0483	uvrA		UvrABC system protein A
PP_0434	anmK		Anhydro-N-acetylmuramic acid kinase
PP_0359	srkA		Stress response kinase A
PP_0336	msrA		Peptide methionine sulfoxide reductase MsrA
PP_0303		Dehydrocarnitine cleavage enzyme	
PP_0292	hisA		1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
PP_0133	algB		Alginate biosynthesis transcriptional regulatory protein AlgB
PP_0105			Cytochrome c oxidase assembly protein CtaG
PP_0037	oprP	Porin P	
PP_5481			DUF2062 domain-containing protein
PP_5495		Uncharacterized protein	
PP_5509			Lipoprotein
PP_5606			Cytochrome D1
PP_5701		Uncharacterized protein	
PP_5706	secG		Protein-export membrane protein SecG
PP_0184	argH		Argininosuccinate lyase
PP_5359		CobW/P47K family protein	
PP_5343		Transcriptional regulator	
PP_5308	tonB	Protein TonB	
PP_5294	rph		Ribonuclease PH
PP_5264	rep		ATP-dependent DNA helicase Rep
PP_5236			DUF4034 domain-containing protein
PP_5215	trxA		Thioredoxin
PP_5175		HlyD family secretion protein	
PP_5113		Predicted Zn-dependent peptidases	
PP_5039			DUF924 domain-containing protein
PP_4991	pilH	Protein PilH	
PP_4971			Membrane-bound lytic murein transglycosylase A
PP_4935	msbA		ATP-dependent lipid A-core flippase
PP_4880	rnr		Ribonuclease R
PP_4815		Membrane protein	
PP_4794	leuS		Leucine--tRNA ligase
PP_4650	cioB	Ubiquinol oxidase subunit II, cyanide insensitive	
PP_4620	hmgB		fumarylacetoacetase
PP_4475	astE		Succinylglutamate desuccinylase
PP_4430		Threonine dehydratase	
PP_4423			N-alpha-acetyl diaminobutyric acid deacetylase DoeB
PP_4282	aqpZ		Aquaporin Z
PP_4194	gltA		Citrate synthase
PP_4164		Alpha/beta hydrolase	
PP_4013	nudJ		Phosphatase NudJ
PP_4003	lolA		Outer-membrane lipoprotein carrier protein
PP_3994		tRNA 5-methylaminomethyl-2-thiouridine synthase (TusC-like)	
PP_3902			Secreted protein
PP_3839	adhP	Short-chain alcohol dehydrogenase	
PP_3812		Lipase	
PP_3705			GAF domain-containing protein
PP_3629			PhnB-like domain-containing protein
PP_3602		2,5-dioxovalerate dehydrogenase	
PP_3469			RHS repeat-associated core domain-containing protein
PP_3457	mobA		Molybdenum cofactor guanylyltransferase
PP_3409		Cobalamin biosynthesis protein cobE	
PP_3374		Uncharacterized protein	
PP_3348		GGDEF domain protein	
PP_3325		Outer membrane ferric siderophore receptor	
PP_3307			Termination factor Rho
PP_3253			Putative glutamate--cysteine ligase 2
PP_3252		Modification methylase, HemK family	
PP_3246	crtZ	Beta-carotene hydroxylase	
PP_3233	fnrB	Transcriptional regulator with 4Fe-4S cluster, Crp/Fnr family	
PP_3173	nemA	N-ethylmaleimide reductase, FMN-linked	
PP_3153			Carboxypeptidase regulatory-like domain-containing protein
PP_3125		Transcriptional regulator (Cro/CI family)	
PP_3105		Uncharacterized protein	
PP_3098			IraD/Gp25-like domain-containing protein
PP_3031	prtN	Transcription regulatory protein PrtN	
PP_2972		Uncharacterized protein	
PP_2971		Transposase	
PP_2937		Integrase	
PP_2837		Uronate transporter	
PP_2830		Major facilitator family transporter	
PP_2794		Oxidoreductase, short chain dehydrogenase/reductase family	
PP_2668		ABC efflux transporter, ATP-binding protein	
PP_2583		Acetyltransferase, GNAT family	
PP_2386			Sel1 repeat family protein
PP_2213		Acyl-CoA synthetase	
PP_2123	moeA		Molybdopterin molybdenumtransferase
PP_2095	pyrD		Dihydroorotate dehydrogenase (quinone)
PP_1950			Cytochrome P450
PP_1943	purU-III		Formyltetrahydrofolate deformylase
PP_1874	gpx		Glutathione peroxidase
PP_1850	ygaY	Uncharacterized transporter YgaY	
PP_1849		Uncharacterized protein	
PP_1764	mupP		N-acetylmuramic acid 6-phosphate phosphatase
PP_1672	cobO		Corrinoid adenosyltransferase
PP_1615		Transcriptional regulator, LysR family	
PP_1467		NhaP-type Na+(K+)/H+ antiporter	
PP_1458	yhjE	Inner membrane metabolite transport protein YhjE	
PP_1437			Sensor protein
PP_1388		Drug resistance transporter, EmrB/QacA family	
PP_1381	pcaC	4-carboxymuconolactone decarboxylase	
PP_1332	murE		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
PP_1321	sspB	ClpXP protease specificity-enhancing factor	
PP_1239		Metallo-beta-lactamase family protein	
PP_1218		Acyl-CoA thioesterase	
PP_1195			DUF5666 domain-containing protein
PP_1098	mrp		Iron-sulfur cluster carrier protein
PP_1089		Uncharacterized protein	
PP_1038			NGG1p interacting factor NIF3
PP_1016	gtsB	Mannose/glucose ABC transporter, permease protein	
PP_0921		Transcriptional regulator, ArsR family	
PP_0816	cyoE2		Protoheme IX farnesyltransferase 2
PP_0815	cyoD		Cytochrome bo(3) ubiquinol oxidase subunit 4
PP_0744	hemH		Ferrochelatase
PP_0562	ctpL	Methyl-accepting chemotaxis protein CtpL	
PP_0237	ssuA	Aliphatic sulfonate ABC transporter-periplasmic binding protein / transport of isethionate	
PP_0140			Mce/MlaD domain-containing protein
PP_0125		Cytochrome c-type protein	
PP_0099			Radical SAM core domain-containing protein
PP_5484			DUF4238 domain-containing protein
PP_5664			Glutamyl-tRNA amidotransferase
PP_5705		Uncharacterized protein	
PP_5719	betI		HTH-type transcriptional regulator BetI
PP_5395			N(4)-bis(aminopropyl)spermidine synthase C-terminal domain-containing protein
PP_5376			DUF2790 domain-containing protein
PP_5371		Rubredoxin/rubredoxin reductase	
PP_5256			Small-conductance mechanosensitive channel
PP_5231	had	(S)-2-haloacid dehalogenase	
PP_5177	spuH	Spermidine/putrescine ABC transporter-permease subunit	
PP_5170	cysU		Sulfate transport system permease protein CysT
PP_5100			dITP/XTP pyrophosphatase
PP_5067	kefA	Mechanosensitive channel protein, intermediate (Smaller, MscS-like) conductance, K+ efflux	
PP_5033	hutU		Urocanate hydratase
PP_4961		Lipoprotein	
PP_4915	parE		DNA topoisomerase 4 subunit B
PP_4888		Methyl-accepting chemotaxis transducer	
PP_4857	yhjG	Uncharacterized protein YhjG	
PP_4852		Transcriptional regulator, AraC family	
PP_4851		Phosphate starvation-inducible protein, PSIF	
PP_4813		PAP2 family protein/DedA family protein	
PP_4485	hisQ	Histidine / lysine / arginine / ornithine ABC transporter-permease subunit	
PP_4405		Sensory box protein	
PP_4404	lpdV		Dihydrolipoyl dehydrogenase
PP_4335		Flagellar motor protein	
PP_4213	pvdM	Dipeptidase	
PP_4201	etfA	Electron transfer flavoprotein subunit alpha	
PP_4142	rnhA		Ribonuclease HI
PP_4133		Transcriptional regulator-related protein	
PP_4114			ATP-binding protein
PP_4042	zwfB		Glucose-6-phosphate 1-dehydrogenase
PP_4032			Outer membrane lipoprotein Blc
PP_4004	ftsK		DNA translocase FtsK
PP_3999	cysG		Siroheme synthase
PP_3971			Cardiolipin synthase N-terminal domain-containing protein
PP_3964		Transposase	
PP_3865		Phage tail protein	
PP_3845	potF-III	Putrescine-binding periplasmic protein	
PP_3769			PXPV repeat-containing protein
PP_3677			Integrase
PP_3631	htrG	Signal transduction protein	
PP_3601	garD	Galactarate dehydratase	
PP_3590	amaC		Aminotransferase
PP_3028		Uncharacterized protein	
PP_2965	tnpC	TnpA repressor TnpC	
PP_2953			Zinc-type alcohol dehydrogenase-like protein
PP_2907		DNA-binding response regulator	
PP_2901	pvdQ		Acyl-homoserine lactone acylase PvdQ
PP_2693		Dipeptidase	
PP_2559	hasE		Membrane fusion protein (MFP) family protein
PP_2472		Transcriptional regulator, MerR family	
PP_2463	cspA-II	Nucleic acid cold-shock chaperone	
PP_2449			SPOR domain-containing protein
PP_2261		Sugar ABC transporter, ATP-binding protein	
PP_2199			Cell division protein ZapE
PP_2173		Transcriptional regulator, AraC family	
PP_2172			Glycine-rich protein
PP_2147			Peptidoglycan-binding protein CsiV
PP_2120	ctpH	Methyl-accepting chemotaxis protein CtpH	
PP_2086			CrfX protein
PP_2027			Protein BatD
PP_2015			DUF1315 family protein
PP_1961			HTH tetR-type domain-containing protein
PP_1912	plsX		Phosphate acyltransferase
PP_1799	gmd		GDP-mannose 4,6-dehydratase
PP_1714	fklB-II		Peptidyl-prolyl cis-trans isomerase
PP_1633			Quorum-sensing-regulated virulence factor
PP_1515		Transcriptional regulator, tetR family	
PP_1490	wspC		Probable biofilm formation methyltransferase WspC
PP_1412		3-hydroxyisobutyryl-CoA hydrolase	
PP_1395		Transcriptional regulator, AraC family	
PP_1305	imm	Colicin-E7 immunity protein	
PP_1231	nadA		Quinolinate synthase
PP_1166		Permease of the drug/metabolite transporter (DMT) superfamily	
PP_1104		AotO-related protein	
PP_1100	dcd		dCTP deaminase
PP_1044	uxpA	Lipoprotein UxpA	
PP_1030			Sugar ABC transporter ATPase
PP_0968			Type I phosphodiesterase/nucleotide pyrophosphatase
PP_0928		K+-dependent Na+/Ca+ exchanger related-protein	
PP_0918		3-beta hydroxysteroid dehydrogenase/isomerase family protein	
PP_0803			Membrane fusion protein (MFP) family protein
PP_0784			Glutamyl-tRNA amidotransferase
PP_0729			Pyruvate phosphate dikinase AMP/ATP-binding domain-containing protein
PP_0673			Transcriptional regulator
PP_0578	cmoM		tRNA 5-carboxymethoxyuridine methyltransferase
PP_0528	ispA	Farnesyl diphosphate synthase	
PP_0450	rpsG		Small ribosomal subunit protein uS7
PP_0445	rplJ		Large ribosomal subunit protein uL10
PP_0376	pqqE		PqqA peptide cyclase
PP_0302	lcdH		L-carnitine dehydrogenase
PP_0298	gbdR	AraC-family transcriptional regulator	
PP_0267		Outer membrane ferric siderophore receptor	
PP_0195			TIGR02444 family protein
PP_0182		Uncharacterized protein	
PP_0174			Sel1 repeat family protein
PP_0138			Nucleoside transporter/FeoB GTPase Gate domain-containing protein
PP_0137	gltP		Probable proton/glutamate-aspartate symporter
PP_0111		Electron transport protein SCO1/SenC	
PP_0073	hemF		Oxygen-dependent coproporphyrinogen-III oxidase
PP_5517			Phage protein
PP_5556		Bacteriophage lysis protein	
PP_5567			Rhs element Vgr protein
PP_5569		Uncharacterized protein	
PP_1222	tolB		Tol-Pal system protein TolB
PP_5375		Transcriptional regulator, LysR family	
PP_5301	rpoZ		DNA-directed RNA polymerase subunit omega
PP_5213	ubiD		3-octaprenyl-4-hydroxybenzoate carboxy-lyase
PP_5155	serA		D-3-phosphoglycerate dehydrogenase
PP_5111	ftsY		Signal recognition particle receptor FtsY
PP_5058	ctpA	Carboxy-terminal-processing protease	
PP_5014	hisI		Phosphoribosyl-AMP cyclohydrolase
PP_5000	hslV		ATP-dependent protease subunit HslV
PP_4993	gshB		Glutathione synthetase
PP_4942			GNAT family N-acetyltransferase
PP_4907	rhdA		Sulfurtransferase
PP_4837			DUF2946 domain-containing protein
PP_4619	hmgC	Maleylacetoacetate isomerase	
PP_4595	ybaO	LRP-like transcriptional regulator	
PP_4508		Transcriptional regulator, AraC family	
PP_4491	phhB		Pterin-4-alpha-carbinolamine dehydratase
PP_4428		Amino acid ABC transporter, periplasmic amino acid-binding protein	
PP_4422	gabD-II	Succinate-semialdehyde dehydrogenase (NADP+)	
PP_4409		Site-specific recombinase, phage integrase family	
PP_4346	ddlA		D-alanine--D-alanine ligase A
PP_4327	ccmA		Cytochrome c biogenesis ATP-binding export protein CcmA
PP_4149		Inner membrane ABC transporter permease protein	
PP_3810			Ribosomal protein S3AE
PP_3575		Outer membrane ferric siderophore receptor	
PP_3406		Acetyltransferase, GNAT family	
PP_3404			AB hydrolase-1 domain-containing protein
PP_3377	kguT	2-ketogluconate transporter, putative	
PP_3320			Phosphoribosyl-AMP cyclohydrolase
PP_3299		Outer membrane lipoprotein	
PP_3291		Metallo-beta-lactamase family protein	
PP_3229		Periplasmic aliphatic sulfonate-binding protein	
PP_3115		Transposase	
PP_2961		Transcriptional regulator, LysR family	
PP_2941			Abasic site processing protein
PP_2930		L-serine dehydratase	
PP_2768		Branched-chain amino acid ABC transporter, permease protein	
PP_2725	pfpI	Protease PfpI	
PP_2705		Uncharacterized protein	
PP_2688			Circularly permuted type 2 ATP-grasp protein
PP_2684			DUF2214 domain-containing protein
PP_2633			Cellulose biosynthesis protein BcsR
PP_2623			Type VI secretion system contractile sheath large subunit
PP_2605			FAD-dependent oxidoreductase 2 FAD binding domain-containing protein
PP_2549			FAD dependent oxidoreductase domain-containing protein
PP_2484		Transcriptional regulator, ArsR family	
PP_2375	metH		Methionine synthase
PP_2354			histidine kinase
PP_2333		GntR family transcriptional regulator	
PP_2176		Transcriptional regulator, LysR family	
PP_2026			DUF3077 domain-containing protein
PP_1988	leuB		3-isopropylmalate dehydrogenase
PP_1985	leuC		3-isopropylmalate dehydratase large subunit
PP_1915	acpP		Acyl carrier protein
PP_1908		Peptidase	
PP_1861		Transcriptional regulator, LysR family	
PP_1804	wbpL	Glycosyl transferase WbpL	
PP_1723		2-aminoethylphosphonate transport system permease	
PP_1698		Major facilitator family transporter	
PP_1613	ftsB		Cell division protein FtsB
PP_1598	rseP		Zinc metalloprotease
PP_1593	pyrH		Uridylate kinase
PP_1532		Phage integrase	
PP_1425			Toxin CptA
PP_1418		Tricarboxylate transport protein TctC	
PP_1410			Helicase
PP_1406			DUF4917 domain-containing protein
PP_1398			Flavin reductase like domain-containing protein
PP_1378	pcaT	Alpha-ketoglutarate permease	
PP_1338	murC		UDP-N-acetylmuramate--L-alanine ligase
PP_1290		Polysaccharide deacetylase family protein	
PP_1281	algL		Alginate lyase
PP_1270		Transcriptional regulator, LysR family	
PP_1120			LysR family transcriptional regulator
PP_1056		Iron-chelator utilization protein	
PP_0899		Ferredoxin reductase	
PP_0735	moeB	Molybdopterin-synthase adenylyltransferase	
PP_0696			Energy transducer TonB
PP_0687	ispB	Octaprenyl diphosphate synthase	
PP_0634	pilA		Pilin
PP_0620		GntR family transcriptional regulator	
PP_0540	dedA	Conserved inner membrane protein	
PP_0527	dxs		1-deoxy-D-xylulose-5-phosphate synthase
PP_0520	pgpA		Phosphatidylglycerophosphatase A
PP_0519	thiL		Thiamine-monophosphate kinase
PP_0436	tyrS		Tyrosine--tRNA ligase
PP_0432	argC1		N-acetyl-gamma-glutamyl-phosphate reductase 1
PP_0406	murU		N-acetylmuramate alpha-1-phosphate uridylyltransferase
PP_0403	surA		Chaperone SurA
PP_0384		Transcriptional regulator, AsnC family	
PP_0354		CBS domain protein	
PP_0185	algR	Positive alginate biosynthesis regulatory protein	
PP_0115	katE		Catalase
PP_0103			Cytochrome c oxidase subunit 2
PP_0045	czcC-I	Cobalt-zinc-cadmium resistance protein	
PP_0030	czrSA		Sensor protein
PP_5595		Uncharacterized protein	
PP_3723	aruI	2-ketoarginine decarboxylase AruI	
PP_0389	rpsU		Small ribosomal subunit protein bS21
PP_5404		Transposition protein, TnsC-related protein	
PP_5364	clsA		Cardiolipin synthase A
PP_5336	purE		N5-carboxyaminoimidazole ribonucleotide mutase
PP_5329			Phosphate-binding protein
PP_5240		Response regulator	
PP_5209			Flagellar protein FliL
PP_5169	cysW	Sulfate ABC transporter, inner membrane subunit CysW	
PP_5165	plpB	NLPA lipoprotein	
PP_4985	rsmE		Ribosomal RNA small subunit methyltransferase E
PP_4950			Metalloprotease TldD/E C-terminal domain-containing protein
PP_4945	rlmJ		Ribosomal RNA large subunit methyltransferase J
PP_4672	recD		RecBCD enzyme subunit RecD
PP_4648	rlmG		Ribosomal RNA large subunit methyltransferase G
PP_4629		Sensory box protein	
PP_4590			YcgL domain-containing protein PP_4590
PP_4580			DUF2937 family protein
PP_4577	pxpA2		5-oxoprolinase subunit A 2
PP_4500		TrpH family protein	
PP_4457	ooxB	Opine oxidase subunit B	
PP_4391	flgB		Flagellar basal body rod protein FlgB
PP_4371	atoC	Two component system AtoC DNA-binding transcriptional activator	
PP_4357	fliN		Flagellar motor switch protein FliN
PP_4263		Membrane-bounded cytochrome biogenesis cycZ-like domain, copper tolerance protein	
PP_4206		Major facilitator family transporter	
PP_4204	mqsA	Antitoxin of the type II toxin-antitoxin MqsRA system and DNA-binding transcriptional repressor	
PP_4184	brnQ		Branched-chain amino acid transport system carrier protein
PP_4134			Holin
PP_4071			Type VI secretion system membrane subunit TssM
PP_4061		Uncharacterized protein	
PP_4047			DUF1911 domain-containing protein
PP_4030		Enoyl-CoA hydratase/isomerase family protein	
PP_3908		Uncharacterized protein	
PP_3864		Phage FluMu DNA circulation protein	
PP_3851		Uncharacterized protein	
PP_3844		D-aminopeptidase	
PP_3727	rocE	Amino-acid permease RocE	
PP_3672			EAL domain-containing protein
PP_3523		Uncharacterized protein	
PP_3519		Lipoprotein	
PP_3475		Type II secretory pathway, pseudopilin pulG-related signal peptide protein	
PP_3435			cyclic-guanylate-specific phosphodiesterase
PP_3367			Serine aminopeptidase S33 domain-containing protein
PP_3245		Uncharacterized protein	
PP_3240		Uncharacterized protein	
PP_3238		Transcriptional regulator PyrR	
PP_3213		ABC transporter, periplasmic binding component-related protein	
PP_3177			CdaR family transcriptional regulator
PP_3072	eco		Ecotin
PP_2895			DUF2589 domain-containing protein
PP_2844	ureB		Urease subunit beta
PP_2816		Transcriptional regulator NfxB	
PP_2815			PucR family transcriptional regulator
PP_2777		Acyl carrier protein	
PP_2715	arsH	ArsH protein	
PP_2520		Uncharacterized protein	
PP_2465	thrS		Threonine--tRNA ligase
PP_2409	czcB-II	Cobalt-zinc-cadmium resistance protein	
PP_2389			YqcI/YcgG family protein
PP_2356			histidine kinase
PP_2328	cysH		Adenosine 5'-phosphosulfate reductase
PP_2299	tig		Trigger factor
PP_2298			DNA repair ATPase
PP_2275		Uncharacterized protein	
PP_2274		Uncharacterized protein	
PP_2245		Transcriptional regulator, Cro/CI family	
PP_2232		XRE family transcriptional regulator	
PP_2175		3-oxoacyl-(Acyl-carrier-protein) reductase	
PP_2116	tusA		Sulfur carrier protein TusA
PP_1904	murB		UDP-N-acetylenolpyruvoylglucosamine reductase
PP_1780		Mannosyltransferase	
PP_1770	aroA		3-phosphoshikimate 1-carboxyvinyltransferase
PP_1696		Membrane protein	
PP_1534		Uncharacterized protein	
PP_1499			Flavohemoglobin expression-modulating QEGLA motif protein
PP_1465	rplS		Large ribosomal subunit protein bL19
PP_1245			SH3b domain-containing protein
PP_1232			Putative beta-barrel assembly-enhancing protease
PP_1181		DNA-binding response regulator	
