ACCESSION	UNIPROT_NAME	GID	GENE_NAME	SUBMITTED_PROTEIN_NAME	RECOMMENDED_PTN_NAME
Q88MX5	Q88MX5_PSEPK	PP_1443	lon-I		Lon protease
Q88MY8	Q88MY8_PSEPK	PP_1430			Probable periplasmic serine endoprotease DegP-like
Q88N32	TTGC_PSEPK	PP_1384	ttgC		Probable efflux pump outer membrane protein TtgC
Q88N59	Q88N59_PSEPK	PP_1357			DUF481 domain-containing protein
Q88N70	Q88N70_PSEPK	PP_1344			DUF721 domain-containing protein
Q88NM2	Q88NM2_PSEPK	PP_1185	oprH	Outer membrane protein H1	
Q88NP6	Q88NP6_PSEPK	PP_1161		Lipoprotein	
Q88NW4	Q88NW4_PSEPK	PP_1090	bvgA	Virulence factors positive transcription regulator BvgA	
Q88P11	Q88P11_PSEPK	PP_1042	xcpX		Type II secretion system protein K
Q88P21	GUAA_PSEPK	PP_1032	guaA		GMP synthase [glutamine-hydrolyzing]
Q88P52	ARCA_PSEPK	PP_1001	arcA		Arginine deiminase
Q88PE3	Q88PE3_PSEPK	PP_0907		RND efflux membrane fusion protein-related protein	
Q88PV0	Q88PV0_PSEPK	PP_0748			Cupin fold metalloprotein WbuC cupin domain-containing protein
Q88PV3	Q88PV3_PSEPK	PP_0745	uraA	Uracil permease	
Q88Q17	Q88Q17_PSEPK	PP_0681		Uncharacterized protein	
Q88QD8	Q88QD8_PSEPK	PP_0556		Acetoin catabolism protein	
Q88QZ2	Q88QZ2_PSEPK	PP_0342	waaC	ADP-heptose:LPS heptosyltransferase I	
Q88QZ6	Q88QZ6_PSEPK	PP_0338	aceF		Acetyltransferase component of pyruvate dehydrogenase complex
Q88R29	Q88R29_PSEPK	PP_0305	cdhR	HTH-type transcriptional regulator CdhR	
Q88RA9	Q88RA9_PSEPK	PP_0224		Monooxygenase, DszC family	
Q88RB7	Q88RB7_PSEPK	PP_0216		Sensory box/GGDEF family protein	
Q88RD1	Q88RD1_PSEPK	PP_0201			YbaK/aminoacyl-tRNA synthetase-associated domain-containing protein
Q88RL3	Q88RL3_PSEPK	PP_0116		Lipoprotein	
Q88RQ5	Q88RQ5_PSEPK	PP_0074	aroE		Shikimate dehydrogenase (NADP(+))
A0A140FW87	A0A140FW87_PSEPK	PP_5533			DUF3077 domain-containing protein
A0A140FWE5	A0A140FWE5_PSEPK	PP_5597		Uncharacterized protein	
A0A140FWE7	A0A140FWE7_PSEPK	PP_5599		Transcriptional regulator, LysR family	
A0A140FWP0	A0A140FWP0_PSEPK	PP_5688		NAD(FAD)-dependent dehydrogenase with Fer2_4 domain	
P31857	PARB_PSEPK	PP_0001	parB		Probable chromosome-partitioning protein ParB
O82864	AHPF_PSEPK	PP_2440	ahpF		Alkyl hydroperoxide reductase subunit F
Q8VW83	QADG_PSEPK	PP_3460	qhnDH		Quinohemoprotein amine dehydrogenase subunit gamma
P59374	RS11_PSEPK	PP_0477	rpsK		Small ribosomal subunit protein uS11
Q88CB6	XPT_PSEPK	PP_5265	xpt		Xanthine phosphoribosyltransferase
Q88CE6	Q88CE6_PSEPK	PP_5235	ubiK		Ubiquinone biosynthesis accessory factor UbiK
Q88D11	Q88D11_PSEPK	PP_5018	tatC-II		Sec-independent protein translocase protein TatC
Q88D18	Q88D18_PSEPK	PP_5010			Polyhydroxyalkanoic acid system protein
Q88D24	Q88D24_PSEPK	PP_5004	phaB	Poly(3-hydroxyalkanoate) depolymerase	
Q88D67	Q88D67_PSEPK	PP_4960	fba		Fructose-1,6-bisphosphate aldolase
Q88D96	Q88D96_PSEPK	PP_4931			FAD dependent oxidoreductase domain-containing protein
Q88DD8	PURA_PSEPK	PP_4889	purA		Adenylosuccinate synthetase
Q88DJ8	Q88DJ8_PSEPK	PP_4827	cobI		Precorrin-2 C(20)-methyltransferase
Q88DN0	Q88DN0_PSEPK	PP_4795	lptE		LPS-assembly lipoprotein LptE
Q88DY7	Q88DY7_PSEPK	PP_4681			YqcC-like domain-containing protein
Q88E21	Q88E21_PSEPK	PP_4647		Transcriptional regulator, LuxR family	
Q88E23	MSCL_PSEPK	PP_4645	mscL		Large-conductance mechanosensitive channel
Q88ED5	Q88ED5_PSEPK	PP_4530			BrnT family toxin
Q88EJ9	Q88EJ9_PSEPK	PP_4463		Carbon-nitrogen hydrolase family protein	
Q88EL7	Q88EL7_PSEPK	PP_4445		Transposase	
Q88EL8	Q88EL8_PSEPK	PP_4444		Transposase	
Q88EQ7	Q88EQ7_PSEPK	PP_4396			Flagellar biosynthesis protein FlgN
Q88ER5	Q88ER5_PSEPK	PP_4388	flgE		Flagellar hook protein FlgE
Q88ES7	Q88ES7_PSEPK	PP_4376	fliD		Flagellar hook-associated protein 2
Q88F07	Q88F07_PSEPK	PP_4293			Nucleoside-specific outer membrane channel protein Tsx
Q88F54	Q88F54_PSEPK	PP_4245	pvdY	Hydroxyproline acetylase	
Q88FE5	Q88FE5_PSEPK	PP_4152			PIN domain-containing protein
Q88FK6	Q88FK6_PSEPK	PP_4085		RHS family protein	
Q88FN0	Q88FN0_PSEPK	PP_4059	treSB		Maltokinase
Q88FP3	Q88FP3_PSEPK	PP_4046			DUF1911 domain-containing protein
Q88FT4	Q88FT4_PSEPK	PP_3998	gqr	Glutathionyl-hydroquinone reductase	
Q88G02	Q88G02_PSEPK	PP_3924			SCP2 domain-containing protein
Q88G42	Q88G42_PSEPK	PP_3884		Phage holin, lambda family	
Q88GD3	Q88GD3_PSEPK	PP_3791		Site-specific recombinase, phage integrase family	
Q88GM1	Q88GM1_PSEPK	PP_3700		ATPases involved in chromosome partitioning	
Q88GU2	Q88GU2_PSEPK	PP_3625		Transporter, LysE family	
Q88HL9	Q88HL9_PSEPK	PP_3337			DUF2946 domain-containing protein
Q88I19	Q88I19_PSEPK	PP_3183		SCO1/SenC family protein/cytochrome c	
Q88I52	Q88I52_PSEPK	PP_3149		Transcriptional regulator, AraC family	
Q88IN7	Q88IN7_PSEPK	PP_2962		Alcohol dehydrogenase, zinc-containing	
Q88IQ6	Q88IQ6_PSEPK	PP_2943		Cytochrome c551 peroxidase	
Q88IQ7	Q88IQ7_PSEPK	PP_2942		Response regulator	
Q88IT6	Q88IT6_PSEPK	PP_2913	hemB		Delta-aminolevulinic acid dehydratase
Q88IW1	Q88IW1_PSEPK	PP_2888		ECF sigma factor PrtI	
Q88IX8	Q88IX8_PSEPK	PP_2871		Class II aldolase/adducin domain protein	
Q88IZ1	Q88IZ1_PSEPK	PP_2858			Fap
Q88JE2	Q88JE2_PSEPK	PP_2707		Exodeoxyribonuclease III	
Q88JG6	Q88JG6_PSEPK	PP_2683			histidine kinase
Q88JK1	Q88JK1_PSEPK	PP_2648		Universal stress protein family	
Q88JL4	Q88JL4_PSEPK	PP_2635	bcsA		Cellulose synthase catalytic subunit [UDP-forming]
Q88K01	Q88K01_PSEPK	PP_2492	yqhD	Alcohol dehydrogenase, NAD(P)-dependent	
Q88K32	Q88K32_PSEPK	PP_2460	Nuh	Ribonucleoside hydrolase	
Q88K74	Q88K74_PSEPK	PP_2417		Iron ABC transporter, permease protein	
Q88K83	Q88K83_PSEPK	PP_2408	czcC-II	Cobalt-zinc-cadmium resistance protein	
Q88KC3	Q88KC3_PSEPK	PP_2367		Inner membrane transport protein	
Q88KE6	Q88KE6_PSEPK	PP_2344			Patatin-like phospholipase family protein
Q88KK3	Q88KK3_PSEPK	PP_2287		Phage internal core protein	
Q88LB2	Q88LB2_PSEPK	PP_2023		Glutathione S-transferase family protein	
Q88LD9	ACCD_PSEPK	PP_1996	accD		Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
Q88LS1	EARP_PSEPK	PP_1857	earP		Protein-arginine rhamnosyltransferase
Q88LT8	Q88LT8_PSEPK	PP_1839			DUF1902 domain-containing protein
Q88LW9	G6PI1_PSEPK	PP_1808	pgi1		Glucose-6-phosphate isomerase 1
Q88LY1	Q88LY1_PSEPK	PP_1795		Uncharacterized protein	
Q88M45	Q88M45_PSEPK	PP_1729		Uncharacterized protein	
Q88M53	Q88M53_PSEPK	PP_1721		Phosphoserine phosphatase	
Q88M59	Q88M59_PSEPK	PP_1715			DUF1232 domain-containing protein
Q88M66	Q88M66_PSEPK	PP_1708		Oxidoreductase, short chain dehydrogenase/reductase family	
Q88MA1	Q88MA1_PSEPK	PP_1673	cobB		Hydrogenobyrinate a,c-diamide synthase
Q88ML5	Q88ML5_PSEPK	PP_1556		Uncharacterized protein	
Q88MS6	Q88MS6_PSEPK	PP_1492			histidine kinase
Q88MU2	Q88MU2_PSEPK	PP_1476			YaeQ family protein
Q88MV2	Q88MV2_PSEPK	PP_1466		Long-chain acyl-CoA thioester hydrolase family protein	
Q88N01	Q88N01_PSEPK	PP_1417		Tricarboxylate transport protein TctB	
Q88N40	Q88N40_PSEPK	PP_1376	pcaK	4-hydroxybenzoate transporter	
Q88NQ6	Q88NQ6_PSEPK	PP_1149			ATP-dependent helicase
Q88NS3	Q88NS3_PSEPK	PP_1131	slyB	Outer membrane lipoprotein	
Q88NV8	Q88NV8_PSEPK	PP_1096		Electron transport complex protein	
Q88NX2	Q88NX2_PSEPK	PP_1081	grxD		Glutaredoxin
Q88P91	Q88P91_PSEPK	PP_0961	ttg2D	Toluene tolerance protein	
Q88PE0	Q88PE0_PSEPK	PP_0910			Cytochrome c domain-containing protein
Q88PE2	Q88PE2_PSEPK	PP_0908			DUF1513 domain-containing protein
Q88PI5	Q88PI5_PSEPK	PP_0865		ECF subfamily RNA polymerase sigma-24 factor	
Q88PJ6	SYH_PSEPK	PP_0854	hisS		Histidine--tRNA ligase
Q88PL9	Q88PL9_PSEPK	PP_0831			Serine protease
Q88PR0	Q88PR0_PSEPK	PP_0788			Thymidine phosphorylase
Q88PS9	Q88PS9_PSEPK	PP_0769		Sensor histidine kinase	
Q88PZ4	Q88PZ4_PSEPK	PP_0704		RNA polymerase sigma-70 factor, ECF subfamily	
Q88Q87	Q88Q87_PSEPK	PP_0608		Type 4 fimbrial biogenesis protein	
Q88QC1	Q88QC1_PSEPK	PP_0573			ShlB/FhaC/HecB family hemolysin secretion/activation protein
Q88QG3	Q88QG3_PSEPK	PP_0531			Zeta toxin domain-containing protein
Q88QI2	Q88QI2_PSEPK	PP_0510	trx	Thioredoxin	
Q88QX8	MASZ_PSEPK	PP_0356	glcB		Malate synthase G
Q88R30	Q88R30_PSEPK	PP_0304	caiX	Carnitine uptake ABC transporter, periplasmic component	
Q88R33	Q88R33_PSEPK	PP_0301		Betainyl-CoA thiolase	
Q88RI7	Q88RI7_PSEPK	PP_0142			Intermembrane phospholipid transport system permease protein MlaE
Q88RQ3	Q88RQ3_PSEPK	PP_0076		Choline betaine-binding protein	
A0A140FVY7	A0A140FVY7_PSEPK	PP_5443			DUF4175 domain-containing protein
A0A140FW11	A0A140FW11_PSEPK	PP_5462		Uncharacterized protein	
A0A140FW73	A0A140FW73_PSEPK	PP_5519		Uncharacterized protein	
A0A140FWB0	A0A140FWB0_PSEPK	PP_5557		Uncharacterized protein	
A0A140FWC5	A0A140FWC5_PSEPK	PP_5574			Secreted protein
A0A140FWE1	A0A140FWE1_PSEPK	PP_5593			Stress-induced protein
A0A140FWM1	A0A140FWM1_PSEPK	PP_5670		Uncharacterized protein	
A0A140FWS7	A0A140FWS7_PSEPK	PP_5722			Type II toxin-antitoxin system PemK/MazF family toxin
A0A140FWT5	A0A140FWT5_PSEPK	PP_5730			Transcriptional regulator
A0A140FWU4	A0A140FWU4_PSEPK	PP_5741		Uncharacterized protein	
Q01104	PCAJ_PSEPK	PP_3952	pcaJ		3-oxoadipate CoA-transferase subunit B
Q88BZ2	Q88BZ2_PSEPK	PP_5391		Uncharacterized protein	
Q88C99	RL28_PSEPK	PP_5282	rpmB		Large ribosomal subunit protein bL28
Q88CJ4	Q88CJ4_PSEPK	PP_5187	ygiF	Thiamine triphosphatase	
Q88CK0	Q88CK0_PSEPK	PP_5180	spuE	Spermidine/putrescine ABC transporter-periplasmic subunit	
Q88CK8	Q88CK8_PSEPK	PP_5172			DUF2292 domain-containing protein
Q88DA5	THIC_PSEPK	PP_4922	thiC		Phosphomethylpyrimidine synthase
Q88DF7	PNCB_PSEPK	PP_4868	pncB		Nicotinate phosphoribosyltransferase
Q88DM1	Q88DM1_PSEPK	PP_4804	rlpA		Endolytic peptidoglycan transglycosylase RlpA
Q88DX7	SFSA_PSEPK	PP_4691	sfsA		Sugar fermentation stimulation protein homolog
Q88ES5	Q88ES5_PSEPK	PP_4378	fliC		Flagellin
Q88EU7	Q88EU7_PSEPK	PP_4356	fliO		Flagellar protein
Q88EV0	Q88EV0_PSEPK	PP_4353	fliR		Flagellar biosynthetic protein FliR
Q88EW6	Q88EW6_PSEPK	PP_4336		Flagellar motor rotation protein	
Q88EX6	Q88EX6_PSEPK	PP_4326	ccmB		Heme exporter protein B
Q88EZ2	Q88EZ2_PSEPK	PP_4308		Transcriptional regulator, AsnC family	
Q88F13	Q88F13_PSEPK	PP_4286	puuE	Allantoinase	
Q88FD8	KDPC_PSEPK	PP_4159	kdpC		Potassium-transporting ATPase KdpC subunit
Q88FL5	Q88FL5_PSEPK	PP_4074			Type VI secretion system contractile sheath small subunit
Q88FQ4	RNZ_PSEPK	PP_4033	rnz		Ribonuclease Z
Q88G19	Q88G19_PSEPK	PP_3907		Uncharacterized protein	
Q88G22	Q88G22_PSEPK	PP_3904			Transcriptional regulator
Q88GH6	Q88GH6_PSEPK	PP_3747	glcF		Glycolate oxidase iron-sulfur subunit
Q88GQ4	Q88GQ4_PSEPK	PP_3664	pssA	CDP-diacylglycerol--serine O-phosphatidyltransferase	
Q88GS9	Q88GS9_PSEPK	PP_3639		Alkylhydroperoxidase AhpD domain protein	
Q88HJ5	Q88HJ5_PSEPK	PP_3361		Aminotransferase	
Q88HS1	Q88HS1_PSEPK	PP_3282	paaH	3-hydroxyadipyl-CoA dehydrogenase	
Q88I11	Q88I11_PSEPK	PP_3191		Threonine ammonia-lyase / dehydratase	
Q88I46	Q88I46_PSEPK	PP_3155		Outer membrane ferric siderophore receptor	
Q88I50	Q88I50_PSEPK	PP_3151	sad-II	NAD+-dependent succinate semialdehyde dehydrogenase	
Q88IB4	Q88IB4_PSEPK	PP_3085		Transmembrane sensor	
Q88IC3	Q88IC3_PSEPK	PP_3076		ABC transporter permease protein	
Q88IE7	Q88IE7_PSEPK	PP_3052			Mu-like prophage FluMu N-terminal domain-containing protein
Q88IG3	Q88IG3_PSEPK	PP_3036		Uncharacterized protein	
Q88IM1	Q88IM1_PSEPK	PP_2978			Putative ATP-dependent zinc protease domain-containing protein
Q88IR5	Q88IR5_PSEPK	PP_2934			Dienelactone hydrolase
Q88IW4	Q88IW4_PSEPK	PP_2885		Transporter	
Q88J26	Q88J26_PSEPK	PP_2823		Methyl-accepting chemotaxis transducer	
Q88J84	Q88J84_PSEPK	PP_2765		Sulfonate monooxygenase MsuD	
Q88JB5	Q88JB5_PSEPK	PP_2734	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	
Q88JH0	Q88JH0_PSEPK	PP_2679	qedH-II	Quinoprotein ethanol dehydrogenase	
Q88JN2	Q88JN2_PSEPK	PP_2617			Type VI secretion system baseplate subunit TssK
Q88JU0	Q88JU0_PSEPK	PP_2557		Sensory box protein	
Q88JU2	Q88JU2_PSEPK	PP_2555			Methyltransferase type 12
Q88JW1	Q88JW1_PSEPK	PP_2536		Glutathione S-transferase family protein	
Q88JW6	Q88JW6_PSEPK	PP_2531		5-nucleotidase	
Q88K02	Q88K02_PSEPK	PP_2491		ThiJ/PfpI family protein	
Q88K34	Q88K34_PSEPK	PP_2458	rbsK		Ribokinase
Q88K96	Q88K96_PSEPK	PP_2395			RING-type E3 ubiquitin transferase
Q88KB0	Q88KB0_PSEPK	PP_2380			Transporter
Q88KF4	Q88KF4_PSEPK	PP_2336	acnA-II		aconitate hydratase
Q88KS4	Q88KS4_PSEPK	PP_2215		Acetyl-CoA acetyltransferase	
Q88L65	Q88L65_PSEPK	PP_2070		Transcriptional regulator, AraC family	
Q88LA7	Q88LA7_PSEPK	PP_2028			VWFA domain-containing protein
Q88LI3	Q88LI3_PSEPK	PP_1949		Oxidoreductase, GMC family	
Q88LU7	AROC_PSEPK	PP_1830	aroC		Chorismate synthase
Q88M22	Q88M22_PSEPK	PP_1753		Permease of the drug/metabolite transporter (DMT) superfamily	
Q88M67	Q88M67_PSEPK	PP_1707		D-isomer specific 2-hydroxyacid dehydrogenase family protein	
Q88MC4	Q88MC4_PSEPK	PP_1649	ldhA	D-lactate dehydrogenase	
Q88MM1	Q88MM1_PSEPK	PP_1550		Transcriptional regulator, Cro/CI family	
Q88MT4	Q88MT4_PSEPK	PP_1484	ydcT	Predicted polyamine ABC transporter, ATP-binding protein	
Q88MV7	Q88MV7_PSEPK	PP_1461	ffh		Signal recognition particle protein
Q88N82	Q88N82_PSEPK	PP_1331	ftsI		Peptidoglycan D,D-transpeptidase FtsI
Q88N86	Q88N86_PSEPK	PP_1326	rsmI		Ribosomal RNA small subunit methyltransferase I
Q88ND7	Q88ND7_PSEPK	PP_1275			Multidrug transporter
Q88NJ4	SYDND_PSEPK	PP_1213	aspS		Aspartate--tRNA(Asp/Asn) ligase
Q88NQ4	Q88NQ4_PSEPK	PP_1151			DUF1656 domain-containing protein
Q88NR4	Q88NR4_PSEPK	PP_1141	livK	Branched-chain amino acids ABC transporter-periplasmic leucine binding subunit	
Q88NS0	Q88NS0_PSEPK	PP_1135			Lipoprotein
Q88NZ6	Q88NZ6_PSEPK	PP_1057		Transcriptional regulator, PadR family	
Q88P22	Q88P22_PSEPK	PP_1031	guaB		Inosine-5'-monophosphate dehydrogenase
Q88P90	Q88P90_PSEPK	PP_0962	ttg2E	Toluene-tolerance protein	
Q88P92	Q88P92_PSEPK	PP_0960	mlaD	Phospholipid ABC transporter binding protein	
Q88PE9	Q88PE9_PSEPK	PP_0901	colR	DNA-binding response regulator	
Q88PH7	Q88PH7_PSEPK	PP_0873	potF-I	Putrescine-binding periplasmic protein	
Q88PQ3	Q88PQ3_PSEPK	PP_0795	fruA	Fructose PTS permease-IIBC component	
Q88QI0	NRDR_PSEPK	PP_0513	nrdR		Transcriptional repressor NrdR
Q88QN5	RL3_PSEPK	PP_0454	rplC		Large ribosomal subunit protein uL3
Q88QR6	TRPC_PSEPK	PP_0422	trpC		Indole-3-glycerol phosphate synthase
Q88QT0	Q88QT0_PSEPK	PP_0408			Hydrolase or acyltransferase
Q88QW7	Q88QW7_PSEPK	PP_0367			Pyrroloquinoline quinone biosynthesis protein PqqE
Q88R26	Q88R26_PSEPK	PP_0308		Dipeptidase	
Q88R54	Q88R54_PSEPK	PP_0280		Amino acid ABC transporter, permease protein	
Q88RA6	Q88RA6_PSEPK	PP_0227	fliY	Periplasmic cystine-binding protein	
Q88RA8	Q88RA8_PSEPK	PP_0225	sctC	Sulfur compound ABC transporter-ATP-binding subunit	
Q88RB1	Q88RB1_PSEPK	PP_0222		Monooxygenase, DszA family	
Q88RE4	Q88RE4_PSEPK	PP_0187	hemD		Uroporphyrinogen-III synthase
Q88RI8	Q88RI8_PSEPK	PP_0141		ABC transporter, ATP-binding protein	
Q88RS6	Q88RS6_PSEPK	PP_0053		Sulfide:quinone oxidoreductase	
Q88RT8	Q88RT8_PSEPK	PP_0041	cadA-I	Cadmium translocating P-type ATPase	
A0A140FVW8	A0A140FVW8_PSEPK	PP_5424			Transcriptional regulator
A0A140FVX9	A0A140FVX9_PSEPK	PP_5433		NADH:ubiquinone oxidoreductase subunit 2	
A0A140FW01	A0A140FW01_PSEPK	PP_5451			Phage protein
A0A140FWA8	A0A140FWA8_PSEPK	PP_5555			Bacteriophage protein
A0A140FWI8	A0A140FWI8_PSEPK	PP_5635		Uncharacterized protein	
A0A140FWK3	A0A140FWK3_PSEPK	PP_4039	rutR	Transcriptional regulator, TetR family	
Q877K0	Q877K0_PSEPK	PP_3985		Transposase	
Q88BX2	ATPA_PSEPK	PP_5415	atpA		ATP synthase subunit alpha
Q88CG0	Y5221_PSEPK	PP_5221			UPF0178 protein PP_5221
Q88CI1	Q88CI1_PSEPK	PP_5200	pepP	Proline aminopeptidase P II	
Q88CQ3	Q88CQ3_PSEPK	PP_5127	rlmI	Ribosomal RNA large subunit methyltransferase I	
Q88CT6	Q88CT6_PSEPK	PP_5094			Pyridoxal phosphate homeostasis protein
Q88CX0	Q88CX0_PSEPK	PP_5060			DUF6543 domain-containing protein
Q88CY9	F16PA_PSEPK	PP_5040	fbp		Fructose-1,6-bisphosphatase class 1
Q88D50	Q88D50_PSEPK	PP_4978		Uncharacterized protein	
Q88D98	Q88D98_PSEPK	PP_4929		Transcriptional regulator, LysR family	
Q88DE4	Q88DE4_PSEPK	PP_4882		Iron ABC transporter, permease protein	
Q88DF6	NADE_PSEPK	PP_4869	nadE		NH(3)-dependent NAD(+) synthetase
Q88DJ3	Q88DJ3_PSEPK	PP_4832	cobK	Precorrin-6x reductase	
Q88DK7	PRMA_PSEPK	PP_4818	prmA		Ribosomal protein L11 methyltransferase
Q88DR1	Q88DR1_PSEPK	PP_4762	tesB	Acyl-CoA thioesterase II	
Q88DV3	GLMM_PSEPK	PP_4716	glmM		Phosphoglucosamine mutase
Q88EC3	Q88EC3_PSEPK	PP_4543			N-acetyltransferase
Q88ED7	Q88ED7_PSEPK	PP_4528			Transcriptional regulator
Q88EQ4	Q88EQ4_PSEPK	PP_4399		Glutamine synthetase	
Q88ER3	Q88ER3_PSEPK	PP_4390	flgC		Flagellar basal-body rod protein FlgC
Q88EX3	Q88EX3_PSEPK	PP_4329		FlhB domain protein	
Q88F76	Q88F76_PSEPK	PP_4222		SyrP protein	
Q88FK2	Q88FK2_PSEPK	PP_4092		Transposase	
Q88FN3	Q88FN3_PSEPK	PP_4056	ybhP-II		Endonuclease/exonuclease/phosphatase domain-containing protein
Q88FX4	Q88FX4_PSEPK	PP_3953	trkH-I		Trk system potassium uptake protein
Q88G25	Q88G25_PSEPK	PP_3901			DUF1654 domain-containing protein
Q88G36	Q88G36_PSEPK	PP_3890			VRR-NUC domain-containing protein
Q88G38	Q88G38_PSEPK	PP_3888			Prophage PssSM-03
Q88G48	Q88G48_PSEPK	PP_3878		Phage minor capsid protein C	
Q88G63	Q88G63_PSEPK	PP_3862		Phage assembly protein	
Q88GA7	Q88GA7_PSEPK	PP_3817		Polyamine ABC transporter, ATP-binding protein	
Q88GB0	Q88GB0_PSEPK	PP_3814		Polyamine ABC transporter, periplasmic polyamine-binding protein	
Q88GR9	Q88GR9_PSEPK	PP_3649		Transcriptional regulator, GntR family	
Q88GW8	KDGD_PSEPK	PP_3599			5-dehydro-4-deoxyglucarate dehydratase
Q88H78	Q88H78_PSEPK	PP_3483		Type II secretion system protein	
Q88H84	Q88H84_PSEPK	PP_3477		Secretion type II protein related to protein G	
Q88HA1	Q88HA1_PSEPK	PP_3459	peaD	Quinohemoprotein amine dehydrogenase, beta subunit	
Q88HB8	Q88HB8_PSEPK	PP_3442		Uncharacterized protein	
Q88HM0	Q88HM0_PSEPK	PP_3336			DUF2946 domain-containing protein
Q88HS8	Q88HS8_PSEPK	PP_3275	paaD	Subunit of phenylacetate degradation enzyme	
Q88HU2	Q88HU2_PSEPK	PP_3261			Phosphotransferase system, HPr-related protein
Q88I66	Q88I66_PSEPK	PP_3135		Glycosyl transferase	
Q88I68	Q88I68_PSEPK	PP_3133		Oxidoreductase	
Q88I80	Q88I80_PSEPK	PP_3121		Transcriptional regulator, LysR family	
Q88IA9	Q88IA9_PSEPK	PP_3090		OmpA domain protein	
Q88J15	Q88J15_PSEPK	PP_2834		D-galactarate dehydratase/Altronate dehydratase	
Q88JF0	Q88JF0_PSEPK	PP_2699			DUF1852 domain-containing protein
Q88K04	Q88K04_PSEPK	PP_2489		Xenobiotic reductase	
Q88KH2	Q88KH2_PSEPK	PP_2318	tesA	Acyl-CoA thioesterase I/protease I/lysophospholipase L1	
Q88L12	YEGS_PSEPK	PP_2125			Probable lipid kinase YegS-like
Q88L76	Y2059_PSEPK	PP_2059			UPF0337 protein PP_2059
Q88LD5	Q88LD5_PSEPK	PP_2000	purF		Amidophosphoribosyltransferase
Q88LG7	Q88LG7_PSEPK	PP_1966	holB		DNA polymerase III subunit delta'
Q88LK3	Q88LK3_PSEPK	PP_1928			protein-tyrosine-phosphatase
Q88LQ1	Q88LQ1_PSEPK	PP_1878		Uncharacterized protein	
Q88LV0	Q88LV0_PSEPK	PP_1827	prmB		Ribosomal protein uL3 glutamine methyltransferase
Q88LY7	Q88LY7_PSEPK	PP_1789		Hydrolase, haloacid dehalogenase-like family	
Q88M09	MTNA_PSEPK	PP_1766	mtnA		Methylthioribose-1-phosphate isomerase
Q88M16	Q88M16_PSEPK	PP_1759			DSBA-like thioredoxin domain-containing protein
Q88M90	Q88M90_PSEPK	PP_1684		Transporter	
Q88MC5	Q88MC5_PSEPK	PP_1648		Uncharacterized protein	
Q88MD7	Q88MD7_PSEPK	PP_1636	dgkA-I		Diacylglycerol kinase
Q88MG2	Q88MG2_PSEPK	PP_1609		Uncharacterized protein	
Q88MK8	Q88MK8_PSEPK	PP_1563		Phage terminase, large subunit	
Q88MT7	Q88MT7_PSEPK	PP_1481	patD	Medium chain aldehyde dehydrogenase	
Q88ND8	Q88ND8_PSEPK	PP_1274		Oxidoreductase, short-chain dehydrogenase/reductase family	
Q88ND9	Q88ND9_PSEPK	PP_1273		Multidrug efflux MFS outer membrane protein	
Q88NE1	Q88NE1_PSEPK	PP_1271		Multidrug efflux MFS transporter	
Q88NF2	Q88NF2_PSEPK	PP_1259	yveA	Aspartate-proton symporter	
Q88NG8	Q88NG8_PSEPK	PP_1241			Addiction module antidote protein
Q88NK3	Q88NK3_PSEPK	PP_1204		Lipoprotein	
Q88NM0	Q88NM0_PSEPK	PP_1187	phoQ		histidine kinase
Q88NN7	Q88NN7_PSEPK	PP_1170	gnl	Gluconolactonase	
Q88NQ8	Q88NQ8_PSEPK	PP_1147			Aspartate-semialdehyde dehydrogenase
Q88NT1	Q88NT1_PSEPK	PP_1123			DUF1145 domain-containing protein
Q88NU4	Q88NU4_PSEPK	PP_1110			serine O-acetyltransferase
Q88NX9	Q88NX9_PSEPK	PP_1074	glpR	DNA-binding transcriptional repressor-GlpR-glycerol-3-phosphate	
Q88NY7	Q88NY7_PSEPK	PP_1066	dctD-II	C4-dicarboxylate transport transcriptional regulatory protein	
Q88P64	GCSH1_PSEPK	PP_0989	gcvH1		Glycine cleavage system H protein 1
Q88PK6	Q88PK6_PSEPK	PP_0844	iscA		Iron-binding protein IscA
Q88PM8	Q88PM8_PSEPK	PP_0821			Lysozyme inhibitor LprI N-terminal domain-containing protein
Q88PP9	Q88PP9_PSEPK	PP_0799	opdC	Histidine-specific outer membrane porin D	
Q88PQ8	Q88PQ8_PSEPK	PP_0790		Inner membrane protein AmpE	
Q88PS3	Q88PS3_PSEPK	PP_0775			DUF3565 domain-containing protein
Q88Q86	Q88Q86_PSEPK	PP_0609			Pilus assembly protein PilW
Q88QB3	Q88QB3_PSEPK	PP_0581		3-oxoacyl-(Acyl-carrier-protein) reductase	
Q88QE4	Q88QE4_PSEPK	PP_0550			NAD(P)-binding domain-containing protein
Q88QJ9	FDHE_PSEPK	PP_0492	fdhE		Protein FdhE homolog
Q88QR3	Q88QR3_PSEPK	PP_0425	yhfA		OsmC family protein
Q88QY4	Q88QY4_PSEPK	PP_0350		Outer membrane ferrichrome-iron receptor	
Q88R35	Q88R35_PSEPK	PP_0299		Uncharacterized protein	
Q88R60	Q88R60_PSEPK	PP_0274		Transcriptional regulator containing HTH domain	
Q88RP7	TRPA_PSEPK	PP_0082	trpA		Tryptophan synthase alpha chain
